,code,label,level
6799,35 42 13.26,Plastic Piling Bank Protection,5
6800,35 42 29,Grout-Bag Bank Protection,4
6801,35 42 34,Soil Reinforcement Bank Protection,4
6802,35 42 35,Slope Protection Bank Protection,4
6803,35 42 36,Gabion Bank Protection,4
6804,35 42 37,Riprap Bank Protection,4
6805,35 42 53,Wall Bank Protection,4
6806,35 42 53.16,Concrete Unit Masonry Wall Bank Protection,5
6807,35 42 53.19,Segmental Wall Bank Protection,5
6808,35 42 53.40,Stone Wall Bank Protection,5
6809,35 43 00,Waterway Scour Protection,3
6810,35 43 29,Grout-Bag Scour Protection,4
6811,35 43 34,Soil Reinforcement Scour Protection,4
6812,35 43 35,Slope Protection Scour Protection,4
6813,35 43 36,Gabion Scour Protection,4
6814,35 43 37,Riprap Scour Protection,4
6815,35 43 53,Wall Scour Protection,4
6816,35 43 53.13,Concrete Unit Masonry Wall Scour Protection,5
6817,35 43 53.16,Segmental Wall Scour Protection,5
6818,35 43 53.40,Stone Wall Scour Protection,5
6819,35 49 00,Waterway Structures,3
6820,35 49 13,Floodwalls,4
6821,35 49 13.13,Concrete Floodwalls,5
6822,35 49 13.16,Masonry Floodwalls,5
6823,35 49 23,Waterway Locks,4
6824,35 49 23.13,Concrete Waterway Locks,5
6825,35 49 23.23,Piling Waterway Locks,5
6826,35 49 26,Floodgate Machinery,4
6827,35 50 00,Marine Construction and Equipment,2
6828,35 51 00,Floating Construction,3
6829,35 51 13,Floating Piers,4
6830,35 51 13.23,Floating Wood Piers,5
6831,35 51 13.26,Floating Plastic Piers,5
6832,35 51 23,Pontoons,4
6833,35 52 00,Offshore Platform Construction,3
6834,35 52 13,Fixed Offshore Platform Construction,4
6835,35 52 23,Semi-Submersible Offshore Platform Construction,4
6836,35 52 33,Floating Offshore Platform Construction,4
6837,35 53 00,Underwater Construction,3
6838,35 53 23,Underwater Harbor Deepening,4
6839,35 53 33,Underwater Pipeline Construction,4
6840,35 53 43,Underwater Foundation Construction,4
6841,35 53 53,Underwater Structures Construction,4
6842,35 53 63,Underwater Waterproofing,4
6843,35 59 00,Marine Specialties,3
6844,35 59 13,Marine Fenders,4
6845,35 59 13.13,Prestressed Concrete Marine Fender Piling,5
6846,35 59 13.16,Resilient Foam-Filled Marine Fenders,5
6847,35 59 13.19,Rubber Marine Fenders,5
6848,35 59 23,Buoys,4
6849,35 59 23.13,Mooring Buoys,5
6850,35 59 23.16,Anchor Pendant Buoys,5
6851,35 59 23.19,Navigation Buoys,5
6852,35 59 29,Mooring Devices,4
6853,35 59 29.13,Quick-Release Mooring Hooks,5
6854,35 59 29.16,Laser Docking Systems,5
6855,35 59 29.19,Capstans,5
6856,35 59 33,Marine Bollards and Cleats,4
6857,35 59 33.13,Cast-Steel Marine Bollards and Cleats,5
6858,35 59 33.16,Cast-Iron Marine Bollards and Cleats,5
6859,35 59 33.19,Stainless-Steel Marine Bollards and Cleats,5
6860,35 59 33.23,Plastic Marine Bollards and Cleats,5
6861,35 59 93,Marine Chain and Accessories,4
6862,35 59 93.13,Marine Chain,5
6863,35 59 93.16,Marine Shackles,5
6864,35 59 93.19,Marine Chain Tensioners,5
6865,35 70 00,Dam Construction and Equipment,2
6866,35 71 00,Gravity Dams,3
6867,35 71 13,Concrete Gravity Dams,4
6868,35 71 16,Masonry Gravity Dams,4
6869,35 71 19,Rockfill Gravity Dams,4
6870,35 72 00,Arch Dams,3
6871,35 72 13,Concrete Arch Dams,4
6872,35 73 00,Embankment Dams,3
6873,35 73 13,Earth Embankment Dam,4
6874,35 73 16,Rock Embankment Dams,4
6875,35 74 00,Buttress Dams,3
6876,35 74 13,Concrete Buttress Dams,4
6877,35 79 00,Auxiliary Dam Structures,3
6878,35 79 13,Fish Ladders,4
6879,35 79 13.13,Concrete Fish Ladders,5
6880,40 00 00,Process Interconnections,1
6881,40 01 00,Operation and Maintenance of Process Interconnections,3
6882,40 01 10,Operation and Maintenance of Gas and Vapor Process Piping,4
6883,40 01 20,Operation and Maintenance of Liquids Process Piping,4
6884,40 01 30,Operation and Maintenance of Solid and Mixed Materials Piping and Chutes,4
6885,40 01 40,Operation and Maintenance of Process Piping and Equipment Protection,4
6886,40 01 60,Operation and Maintenance of Process Control and Process Facility Enterprise Management Systems,4
6887,40 01 70,Operation and Maintenance of Instrumentation for Process Systems,4
6888,40 01 90,Operation and Maintenance of Primary Control Devices,4
6889,40 05 00,Common Work Results for Process Interconnections,3
6890,40 05 05,Exposed Piping Installation,4
6891,40 05 06,"Couplings, Adapters, and Specials for Process Piping",4
6892,40 05 07,Hangers and Supports for Process Piping,4
6893,40 05 09,"Wall Pipes, Floor Pipes, and Pipe Sleeves",4
6894,40 05 11,Aluminum Process Pipe,4
6895,40 05 12,Brass Process Pipe,4
6896,40 05 13,Bronze Process Pipe,4
6897,40 05 17,Copper Process Pipe and Tubing,4
6898,40 05 19,Ductile Iron Process Pipe,4
6899,40 05 21,High-Alloy Nickel Process Pipe and Tubing,4
6900,40 05 23,Stainless Steel Process Pipe and Tubing,4
6901,40 05 23.13,Duplex and Super-Duplex Stainless Steel Process Pipe,5
6902,40 05 23.23,300- and 400-Series Stainless Steel Process Pipe,5
6903,40 05 23.33,Special-Fabrication Stainless Steel Process Pipe and Tubing,5
6904,40 05 24,Steel Process Pipe,4
6905,40 05 24.13,Steel Pipe and Tubing for Air and Gas Service,5
6906,40 05 24.23,Steel Pipe for Water Service,5
6907,40 05 24.26,Steel Pipe and Tubing for Process Liquid Service,5
6908,40 05 24.33,Steel Pipe for Bulk Materials Conveyance,5
6909,40 05 26,Other Metals Process Pipe,4
6910,40 05 26.13,Titanium Process Pipe,5
6911,40 05 26.23,Tantalum Process Pipe,5
6912,40 05 26.33,Zirconium Process Pipe,5
6913,40 05 31,Thermoplastic Process Pipe,4
6914,40 05 31.13,Polyvinyl Chloride Process Pipe,5
6915,40 05 31.23,Chlorinated Polyvinyl Chloride Process Pipe,5
6916,40 05 31.33,ABS Process Pipe,5
6917,40 05 31.43,Polypropylene Process Pipe,5
6918,40 05 31.53,PVDF Process Pipe,5
6919,40 05 31.63,High-Purity Plastic Process Pipe,5
6920,40 05 31.83,Flexible Plastic Tubing,5
6921,40 05 33,High-Density Polyethylene Process Pipe,4
6922,40 05 36,Fiberglass-Reinforced Plastic Process Pipe,4
6923,40 05 36.13,"Fiberglass-Reinforced Plastic Pipe for Process Air, Gas, and Odor Service",5
6924,40 05 36.23,Fiberglass-Reinforced Plastic Pipe for Process Liquid Service,5
6925,40 05 37,Centrifugally Cast Fiberglass-Reinforced Polymer Mortar Process Pipe,4
6926,40 05 38,PTFE Process Pipe,4
6927,40 05 39,Concrete Pipe,4
6928,40 05 39.13,Concrete Pressure Water Pipe,5
6929,40 05 39.23,Concrete Gravity and Drainage Process Pipe,5
6930,40 05 51,Common Requirements for Process Valves,4
6931,40 05 53,Process Valves Four-inch Diameter and Larger,4
6932,40 05 56,"Process Valves, Smaller than Four-inch Diameter",4
6933,40 05 57,Actuators for Process Valves and Gates,4
6934,40 05 57.13,Manual Actuators,5
6935,40 05 57.23,Electric Motor Actuators,5
6936,40 05 57.33,Hydraulic Cylinder Actuators,5
6937,40 05 57.43,Hydraulic Actuator Systems,5
6938,40 05 57.53,Pneumatic Actuators,5
6939,40 05 59,Hydraulic Gates,4
6940,40 05 59.13,Stop Plates,5
6941,40 05 59.16,Stop Logs,5
6942,40 05 59.21,Aluminum Slide Gates,5
6943,40 05 59.23,Stainless Steel Slide Gates,5
6944,40 05 59.26,Fiberglass-Reinforced Plastic Slide Gates,5
6945,40 05 59.33,Cast Iron Slide Gates,5
6946,40 05 59.43,Butterfly Gates,5
6947,40 05 61,Gate Valves,4
6948,40 05 61.13,Solid Wedge Metal-Seated Gate Valves,5
6949,40 05 61.16,Double Disc Metal-Seated Gate Valves,5
6950,40 05 61.23,Resilient-Seated Gate Valves,5
6951,40 05 61.43,Knife Gate Valves,5
6952,40 05 62,Plug Valves,4
6953,40 05 62.13,Eccentric Plug Valves for Gas Service,5
6954,40 05 62.16,Eccentric Plug Valves for Liquid Service,5
6955,40 05 63,Ball Valves,4
6956,40 05 63.13,AWWA Metal-Seated Ball Valves,5
6957,40 05 63.16,AWWA Resilient-Seated Ball Valves,5
6958,40 05 63.33,Metallic Ball Valves,5
6959,40 05 63.43,Plastic Ball Valves,5
6960,40 05 64,Butterfly Valves,4
6961,40 05 64.13,Metal-Seated Butterfly Valves,5
6962,40 05 64.16,AWWA Resilient-Seated Butterfly Valves,5
6963,40 05 64.23,Metallic Industrial Butterfly Valves,5
6964,40 05 64.26,Plastic Industrial Butterfly Valves,5
6965,40 05 64.33,Butterfly Valves in Air or Gas Service,5
6966,40 05 64.36,High-Performance Butterfly Valves in Air or Gas Service,5
6967,40 05 64.43,Dampers for Corrosive Gas Service,5
6968,40 05 65,Valves for Pump Control and Check Service,4
6969,40 05 65.11,Angle Valves,5
6970,40 05 65.13,Cone Valves,5
6971,40 05 65.16,Globe Valves,5
6972,40 05 65.23,Swing Check Valves,5
6973,40 05 65.26,Tilting Disc Check Valves,5
6974,40 05 65.29,Double-Disk Check Valves,5
6975,40 05 67,Specialized Pressure and Flow-Control Valves,4
6976,40 05 67.13,Reduced-Pressure Zone Backflow Preventers for Process Service,5
6977,40 05 67.16,Double Check Valve Assembly Backflow Preventers for Process Service,5
6978,40 05 67.23,Pressure Vacuum Breaker Backflow Preventers,5
6979,40 05 67.26,Atmospheric Vacuum Breaker Backflow Preventers,5
6980,40 05 67.29,Hose Connection Vacuum Breaker Backflow Preventers,5
6981,40 05 67.33,Backpressure Valves,5
6982,40 05 67.36,Pressure-Regulating Valves,5
6983,40 05 67.39,Pressure-Relief Valves,5
6984,40 05 67.41,Direct-Acting Surge Relief Valves for Water Service,5
6985,40 05 67.43,Pilot-Operated Surge Relief Valves for Water Service,5
6986,40 05 67.44,Pilot-Operated Surge Arrestor Valves for Water Service,5
6987,40 05 67.46,Electronic Surge Anticipator Valves for Water Service,5
6988,40 05 67.47,Surge Relief Valves for Wastewater Service,5
6989,40 05 67.49,Electronic Surge Anticipator Valves for Wastewater Service,5
6990,40 05 71,Solids Handling Valves,4
6991,40 05 71.13,Duckbill Check Valves,5
6992,40 05 71.16,Flap Gates,5
6993,40 05 71.23,Mud Valves,5
6994,40 05 71.33,Telescoping Valves,5
6995,40 05 73,Special-Application Process Valves,4
6996,40 05 73.13,Altitude Valves,5
6997,40 05 73.16,Float Valves,5
6998,40 05 73.23,Anti-Cavitation Valves,5
6999,40 05 74,Flexible-Closure Valves,4
7000,40 05 74.13,Diaphragm Valves,5
7001,40 05 74.23,Pinch Valves,5
7002,40 05 76,Hot-Tapping Valves and Appurtenances,4
7003,40 05 76.13,Tapping Sleeves and Valves,5
7004,40 05 76.16,Tapping Machines,5
7005,40 05 76.23,Line Stops,5
7006,40 05 78,Air Valves for Water and Wastewater Service,4
7007,40 05 78.11,Air Release Valves for Water Service,5
7008,40 05 78.13,Air/Vacuum Valves for Water Service,5
7009,40 05 78.16,Vacuum-Breaking Valves for Water Service,5
7010,40 05 78.19,Combination Air Valves for Water Service,5
7011,40 05 78.21,Air Release Valves for Wastewater Service,5
7012,40 05 78.23,Air/Vacuum Valves for Wastewater Service,5
7013,40 05 78.26,Vacuum-Breaking Valves for Wastewater Service,5
7014,40 05 78.29,Combination Air Valves for Wastewater Service,5
7015,40 05 81,Hydrants and Hose Bibbs for Process Service,4
7016,40 05 81.13,Fire Hydrants,5
7017,40 05 81.23,Yard Hydrants,5
7018,40 05 81.26,Freeze-Proof Yard Hydrants,5
7019,40 05 81.33,Hose Bibbs,5
7020,40 05 82,Solenoid Valves for Process Service,4
7021,40 05 89,Valve Accessories,4
7022,40 05 89.13,Basket Strainers for Process Service,5
7023,40 05 89.23,Needle Valves,5
7024,40 05 89.33,Quick-Connect Couplers,5
7025,40 05 93,Common Motor Requirements for Process Equipment,4
7026,40 05 96,Vibration and Seismic Controls for Process Equipment,4
7027,40 05 97,Identification for Process Equipment,4
7028,40 06 00,Schedules for Process Interconnections,3
7029,40 06 10,Schedules for Gas and Vapor Process Piping and Ductwork,4
7030,40 06 20,Schedules for Liquids Process Piping,4
7031,40 06 30,Schedules for Solid and Mixed Materials Piping and Chutes,4
7032,40 06 40,Schedules for Process Piping and Equipment Protection,4
7033,40 06 60,Schedules for Process Control and Process Facility Enterprise Management Systems,4
7034,40 06 70,Schedules of Instrumentation for Process Systems,4
7035,40 06 90,Schedules for Primary Control Devices,4
7036,40 10 00,Gas and Vapor Process Piping and Ductwork,2
7037,40 11 00,Steam Process Piping,3
7038,40 11 13,Low-Pressure Steam Process Piping,4
7039,40 11 16,Intermediate-Pressure Steam Process Piping,4
7040,40 11 19,High-Pressure Steam Process Piping,4
7041,40 11 23,Condensate Process Piping for Process Applications,4
7042,40 12 00,Compressed Air Process Piping,3
7043,40 12 13,Compressed Air Process Piping for Breathing Service,4
7044,40 12 23,Low-Pressure Compressed Air Process Piping,4
7045,40 12 53,High-Pressure Compressed Air Process Piping,4
7046,40 13 00,Process Ductwork,3
7047,40 15 00,Combustion System Gas Piping,3
7048,40 15 13,Combustion Air Piping,4
7049,40 15 16,Oxygen Combustion System Gas Piping,4
7050,40 15 19,Flue-Gas Combustion System Piping,4
7051,40 15 23,Exothermic-Gas Combustion System Piping,4
7052,40 15 26,Endothermic-Gas Combustion System Piping,4
7053,40 15 29,Dissociated-Ammonia-Gas Combustion System Piping,4
7054,40 16 00,Specialty and High-Purity Gases Piping,3
7055,40 16 13,Ammonia Gas Piping,4
7056,40 16 16,Boron Gas Piping,4
7057,40 16 17,Chlorine Gas Piping,4
7058,40 16 26,Diborane Gas Piping,4
7059,40 16 29,Fluorine Gas Piping,4
7060,40 16 33,Hydrogen Sulfide Gas Piping,4
7061,40 16 36,Nitrous-Oxide Gas Process Piping,4
7062,40 16 37,Oxygen Gas Process Piping,4
7063,40 16 39,Ozone Gas Process Piping,4
7064,40 16 43,Phosphine Gas Piping,4
7065,40 16 46,Silane Gas Piping,4
7066,40 16 49,Sulfur-Dioxide Gas Piping,4
7067,40 16 53,Specialty Gas Mixtures Piping,4
7068,40 16 56,High-Purity Gas Piping Components,4
7069,40 17 00,Welding and Cutting Gases Piping,3
7070,40 17 13,Acetylene Welding and Cutting Piping,4
7071,40 17 16,Acetylene-Hydrogen Mix Welding and Cutting Piping,4
7072,40 17 19,Methylacetylene-Propadiene Welding and Cutting Piping,4
7073,40 17 23,Oxygen Welding and Cutting Piping,4
7074,40 17 26,Inert Gas Welding and Cutting Piping,4
7075,40 18 00,Vacuum Systems Process Piping,3
7076,40 18 13,Low-Vacuum Systems Process Piping,4
7077,40 18 23,Chlorine Gas Vacuum System Piping,4
7078,40 18 53,High-Vacuum Systems Process Piping,4
7079,40 20 00,Liquids Process Piping,2
7080,40 21 00,Liquid Fuel Process Piping,3
7081,40 21 13,Bio Fuels Process Piping,4
7082,40 21 13.13,Bioalcohols Process Piping,5
7083,40 21 13.23,Biodiesel Fuel Process Piping,5
7084,40 21 13.26,Green Diesel Fuel Process Piping,5
7085,40 21 13.33,Biomass-to-Liquid (BTL) Fuel Process Piping,5
7086,40 21 13.43,Gas-to-Liquid (GTL) Fuel Process Piping,5
7087,40 21 16,Gasoline Process Piping,4
7088,40 21 19,Diesel Process Piping,4
7089,40 21 23,Fuel-Oils Process Piping,4
7090,40 21 23.13,No. 1 Fuel-Oil Process Piping,5
7091,40 21 23.23,No. 2 Fuel-Oil Process Piping,5
7092,40 21 23.26,Kerosene Process Piping,5
7093,40 21 23.29,Tar Fuels Process Piping,5
7094,40 21 23.43,No. 4 Fuel-Oil Process Piping,5
7095,40 21 23.53,No. 5 Fuel-Oil Process Piping,5
7096,40 21 23.63,No. 6 Fuel-Oil Process Piping,5
7097,40 22 00,Petroleum Products Piping,3
7098,40 22 10,Heavy-Fractions Petroleum Products Piping,4
7099,40 22 13,Liquefied Petroleum Gas (LPG) Process Piping,4
7100,40 22 16,Lubricating Oils Process Piping,4
7101,40 22 23,Petrochemicals Process Piping,4
7102,40 22 50,Light-Fractions Petroleum Products Piping,4
7103,40 23 00,Water and Wastewater Process Piping,3
7104,40 23 13,Deionized Water Process Piping,4
7105,40 23 16,Distilled-Water Process Piping,4
7106,40 23 19,Non-Potable Plant Water Process Piping,4
7107,40 23 23,Potable Water Process Piping,4
7108,40 23 29,Recirculated Water Process Piping,4
7109,40 23 33,Reverse-Osmosis Water Process Piping,4
7110,40 23 40,Sanitary Wastewater Process Piping,4
7111,40 23 41,Grit Process Piping,4
7112,40 23 43,Scum and Floatables Process Piping,4
7113,40 23 44,Primary Sludge Process Piping,4
7114,40 23 46,Waste Sludge Process Piping,4
7115,40 23 48,Thickened Sludge Process Piping,4
7116,40 24 00,Specialty Liquid Chemicals Piping,3
7117,40 24 13,Alcohol Piping,4
7118,40 24 14,Liquid Chlorine and Sodium Hypochlorite Piping,4
7119,40 24 16,Gel Piping,4
7120,40 24 19,Slurries Process Piping,4
7121,40 24 23,Thixotropic Liquid Piping,4
7122,40 25 00,Liquid Acids and Bases Piping,3
7123,40 25 10,Liquid Acids Piping,4
7124,40 25 50,Liquid Bases Piping,4
7125,40 26 00,Liquid Polymer Piping,3
7126,40 30 00,Solid and Mixed Materials Piping and Chutes,2
7127,40 32 00,Bulk Materials Piping and Chutes,3
7128,40 32 10,Abrasive Materials Piping and Chutes,4
7129,40 32 50,Nonabrasive Materials Piping and Chutes,4
7130,40 33 00,Bulk Materials Valves,3
7131,40 33 13,Airlock Bulk Materials Valves,4
7132,40 33 16,Blind Bulk Materials Valves,4
7133,40 33 26,Diverter Bulk Materials Valves,4
7134,40 33 29,Double or Single Dump Bulk Materials Valves,4
7135,40 33 39,Swing Bulk Materials Valves,4
7136,40 33 43,Specialty Bulk Materials Valves,4
7137,40 34 00,Pneumatic Conveying Lines,3
7138,40 34 10,Dense Phase Pneumatic Conveying Lines,4
7139,40 34 50,Dilute Phase Pneumatic Conveying Lines,4
7140,40 40 00,Process Piping and Equipment Protection,2
7141,40 41 00,Process Piping and Equipment Heat Tracing,3
7142,40 41 13,Process Piping Heat Tracing,4
7143,40 41 13.13,Process Piping Electrical Resistance Heat Tracing,5
7144,40 41 13.16,Process Piping Electrical Conductance Heat Tracing,5
7145,40 41 13.19,Process Piping Gas Heat Tracing,5
7146,40 41 13.23,Process Piping Steam Heat Tracing,5
7147,40 41 13.26,Process Piping Thermal Fluids Heat Tracing,5
7148,40 41 23,Process Equipment Heat Tracing,4
7149,40 41 23.13,Process Equipment Electrical Resistance Heat Tracing,5
7150,40 41 23.16,Process Equipment Electrical Conductance Heat Tracing,5
7151,40 41 23.19,Process Equipment Gas Heat Tracing,5
7152,40 41 23.23,Process Equipment Steam Heat Tracing,5
7153,40 41 23.26,Process Equipment Thermal Fluids Heat Tracing,5
7154,40 42 00,Process Piping and Equipment Insulation,3
7155,40 42 13,Process Piping Insulation,4
7156,40 42 13.13,Cryogenic Temperature Process Piping Insulation,5
7157,40 42 13.16,Low Temperature Process Piping Insulation,5
7158,40 42 13.19,Intermediate Temperature Process Piping Insulation,5
7159,40 42 13.23,High Temperature Process Piping Insulation,5
7160,40 42 13.26,Process Piping Insulation for Specialty Applications,5
7161,40 42 23,Process Equipment Insulation,4
7162,40 42 23.13,Cryogenic Temperature Process Equipment Insulation,5
7163,40 42 23.16,Low Temperature Process Equipment Insulation,5
7164,40 42 23.19,Intermediate Temperature Process Equipment Insulation,5
7165,40 42 23.23,High Temperature Process Equipment Insulation,5
7166,40 42 23.26,Process Equipment Insulation for Specialty Applications,5
7167,40 46 00,Process Corrosion Protection,3
7168,40 46 16,Coatings and Wrappings for Process Corrosion Protection,4
7169,40 46 42,Cathodic Process Corrosion Protection,4
7170,40 47 00,Refractories,3
7171,40 47 13,Silica Refractories,4
7172,40 47 16,Alumina Refractories,4
7173,40 47 19,Carbon and Graphite Refractories,4
7174,40 47 23,Castable Refractories,4
7175,40 47 26,Rammed Refractories,4
7176,40 47 29,Refractory Concrete,4
7177,40 60 00,Process Control and Enterprise Management Systems,2
7178,40 61 00,Process Control and Enterprise Management Systems General Provisions,3
7179,40 61 13,Process Control System General Provisions,4
7180,40 61 16,Enterprise Management System General Provisions,4
7181,40 61 21,Process Control System Testing,4
7182,40 61 26,Process Control System Training,4
7183,40 61 93,Process Control System Input/Output List,4
7184,40 61 96,Process Control Descriptions,4
7185,40 62 00,Computer System Hardware and Ancillaries,3
7186,40 62 13,Server Computers,4
7187,40 62 16,Operator Workstation Computers,4
7188,40 62 19,Industrial Computers,4
7189,40 62 21,Desktop Computers,4
7190,40 62 23,Mobile Computers,4
7191,40 62 26,Laptop Computers,4
7192,40 62 29,Tablet Computers and Mobile Devices,4
7193,40 62 33,Printers,4
7194,40 62 43,Large Display Screens,4
7195,40 62 63,Operator Interface Terminals (OIT),4
7196,40 63 00,Control System Equipment,3
7197,40 63 13,Distributed Process Control Systems,4
7198,40 63 43,Programmable Logic Controllers,4
7199,40 63 83,Remote Terminal Units,4
7200,40 66 00,Network and Communication Equipment,3
7201,40 66 13,Switches and Routers,4
7202,40 66 16,Firewall Hardware,4
7203,40 66 19,Media Converters,4
7204,40 66 23,Frame Relay Equipment,4
7205,40 66 26,Device Network Equipment,4
7206,40 66 33,Metallic and Fiber-Optic Communication Cabling and Connectors,4
7207,40 66 36,Process Instrumentation Networks,4
7208,40 66 43,Wireless Network Systems,4
7209,40 66 53,Multiple Address Radio Equipment,4
7210,40 66 56,Point-to-Point Radio Equipment,4
7211,40 66 63,Antennas,4
7212,40 66 66,Monopoles and Towers,4
7213,40 66 73,Satellite Communication Equipment,4
7214,40 67 00,Control System Equipment Panels and Racks,3
7215,40 67 13,Computer Equipment Racks,4
7216,40 67 16,Free-Standing Panels,4
7217,40 67 19,Wall-Mounted Panels,4
7218,40 67 23,Control System Consoles,4
7219,40 67 33,Panel Wiring,4
7220,40 67 63,Control Panel-Mounted Uninterruptible Power Supply,4
7221,40 68 00,Process Control Software,3
7222,40 68 13,Process Control (HMI) Software,4
7223,40 68 23,Reporting Software,4
7224,40 68 26,Online Performance Monitoring Systems Software,4
7225,40 68 33,Maintenance Management Software,4
7226,40 68 36,Laboratory Information System Software,4
7227,40 68 39,Energy Management Software,4
7228,40 68 43,Load Management Software,4
7229,40 68 63,Configuration of HMI Software,4
7230,40 68 66,Programming of Controller Software,4
7231,40 68 93,Computer Operating Systems Software,4
7232,40 69 00,Packaged Control Systems,3
7233,40 69 13,Control System Simulators,4
7234,40 69 23,Burner Management Systems,4
7235,40 69 26,Safety Instrumented Control Systems,4
7236,40 69 33,Fire and Gas Monitoring/Protection Systems for Industrial Applications,4
7237,40 70 00,Instrumentation for Process Systems,2
7238,40 71 00,Flow Measurement,3
7239,40 71 13,Magnetic Flow Meters,4
7240,40 71 13.13,Inline Magnetic Flow Meters,5
7241,40 71 13.23,Insertion-Type Magnetic Flow Meters,5
7242,40 71 23,Differential Pressure-Type Flow Meters,4
7243,40 71 23.13,Venturi Flow Meters,5
7244,40 71 23.16,Flow Tubes,5
7245,40 71 23.19,Flow Nozzle-Type Flow Meters,5
7246,40 71 23.23,Orifice Plate Flow Meters,5
7247,40 71 23.26,Integral Orifice Flow Meters,5
7248,40 71 23.29,Orifice Meter Runs,5
7249,40 71 23.33,Elbow Flow Meters,5
7250,40 71 23.36,Pitot Tube and Averaging Pitot Flow Meters,5
7251,40 71 23.39,V-Cone Flow Meters,5
7252,40 71 23.43,Differential Pressure-Type Flow Transmitters,5
7253,40 71 23.46,Flow Computers,5
7254,40 71 33,Propeller Flow Meters,4
7255,40 71 36,Turbine Flow Meters,4
7256,40 71 43,Variable Area Flow Meters,4
7257,40 71 46,Target Flow Meters,4
7258,40 71 49,Vortex-Shedding Flow Meters,4
7259,40 71 53,Positive Displacement Flow Meters,4
7260,40 71 63,Doppler Flow Meters,4
7261,40 71 66,Transit Time Flow Meters,4
7262,40 71 69,Open Channel Flow Meters,4
7263,40 71 73,Coriolis Flow Meters,4
7264,40 71 76,Thermal Flow Meters,4
7265,40 71 79,Flow Switches,4
7266,40 71 83,Sight Flow Indicators,4
7267,40 71 86,Flow Metering Weirs,4
7268,40 72 00,Level Measurement,3
7269,40 72 13,Ultrasonic Level Meters (Continuous and Point-Type),4
7270,40 72 23,Radar Level Meters,4
7271,40 72 26,Laser Level Meters,4
7272,40 72 29,Nuclear Level Meters,4
7273,40 72 33,Capacitance Type Level Meters (Continuous and Point Type),4
7274,40 72 36,RF Admittance Level Meters (Continuous and Point Type),4
7275,40 72 43,Pressure and Differential Pressure Type Level Meters,4
7276,40 72 46,Bubbler Systems,4
7277,40 72 53,Magnetic and Magnetostrictive Level Meters,4
7278,40 72 63,Displacement-Type Level Meters,4
7279,40 72 73,Sight Level Gauges,4
7280,40 72 76,Level Switches,4
7281,40 72 83,Leak Detection Systems,4
7282,40 73 00,"Pressure, Strain, and Force Measurement",3
7283,40 73 13,Pressure and Differential Pressure Gauges,4
7284,40 73 16,Manometers,4
7285,40 73 23,Absolute-Pressure Transmitters,4
7286,40 73 26,Gauge-Pressure Transmitters,4
7287,40 73 29,Differential Pressure Transmitters,4
7288,40 73 33,Multi-Variable Pressure/Temperature Transmitters,4
7289,40 73 36,Pressure and Differential Pressure Switches,4
7290,40 73 43,Force Measurement Devices,4
7291,40 73 46,Load Cells,4
7292,40 73 53,Torque Measurement Devices,4
7293,40 73 63,Diaphragm Seals,4
7294,40 74 00,Temperature Measurement,3
7295,40 74 13,Resistance Temperature Devices,4
7296,40 74 16,Thermocouples,4
7297,40 74 23,Radiation Pyrometers,4
7298,40 74 33,Thermistors,4
7299,40 74 36,Diode Temperature Measurement Devices,4
7300,40 74 43,Bimetallic Thermometers,4
7301,40 74 46,Fluid Expansion Thermometers,4
7302,40 74 49,Change-of-State Temperature Measurement Devices,4
7303,40 74 53,Cryogenic Temperature Sensors,4
7304,40 74 63,Temperature Transmitters,4
7305,40 74 66,Temperature Switches,4
7306,40 74 69,"Thermowells, Protection Tubes, and Test Thermowells",4
7307,40 75 00,Process Liquid Analytical Measurement,3
7308,40 75 05,Multi-Parameter Analyzer Systems,4
7309,40 75 13,pH/ORP Analyzers,4
7310,40 75 16,Conductivity Analyzers,4
7311,40 75 19,Moisture Analyzers,4
7312,40 75 21,Chlorine Analyzers,4
7313,40 75 21.13,Free-Chlorine Analyzers,5
7314,40 75 21.23,Residual-Chlorine Analyzers,5
7315,40 75 23,Chlorine Dioxide Analyzer,4
7316,40 75 26,Dissolved Chlorine Dioxide Analyzers,4
7317,40 75 29,Dissolved Ammonia Analyzers,4
7318,40 75 33,Fluoride Analyzers,4
7319,40 75 43,Dissolved Oxygen Analyzers,4
7320,40 75 46,Dissolved Ozone Analyzers,4
7321,40 75 53,Turbidity Analyzers,4
7322,40 75 56,Suspended Solids/Sludge Density Analyzers,4
7323,40 75 59,Liquid Density Analyzers,4
7324,40 75 63,Monochloramine Analyzers,4
7325,40 75 66,Nitrogen Analyzers,4
7326,40 75 69,Phosphorous Analyzers,4
7327,40 75 73,Particle Counters,4
7328,40 75 76,Total Organic Carbon Analyzers,4
7329,40 75 79,Total Organics Analyzers,4
7330,40 75 83,Hardness Analyzers,4
7331,40 75 86,Alkalinity Analyzer,4
7332,40 76 00,Process Gas Analytical Measurement,3
7333,40 76 05,Continuous Emissions Monitoring Systems,4
7334,40 76 13,Oxygen Gas Analyzers,4
7335,40 76 16,Ozone Analyzers,4
7336,40 76 23,Combustible Gas Monitors,4
7337,40 76 26,Chlorine Gas Analyzers,4
7338,40 76 29,Ammonia Gas Analyzers,4
7339,40 76 33,Hydrogen Sulfide Monitors,4
7340,40 76 36,Sulfur Dioxide Analyzers,4
7341,40 76 39,Carbon Dioxide Analyzers,4
