Classifications,Property Names,Property Types
IfcFan.CENTRIFUGALRADIAL,FanArrangement,"['ARRANGEMENT1', 'ARRANGEMENT10', 'ARRANGEMENT2', 'ARRANGEMENT3', 'ARRANGEMENT4', 'ARRANGEMENT7', 'ARRANGEMENT8', 'ARRANGEMENT9', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcFilter.AIRPARTICLEFILTER,AirParticleFilterType,"['ADHESIVERESERVOIR', 'COARSECELLFOAMS', 'COARSEMETALSCREEN', 'COARSESPUNGLASS', 'ELECTRICALFILTER', 'HEPAFILTER', 'MEDIUMELECTRETFILTER', 'MEDIUMNATURALFIBERFILTER', 'MEMBRANEFILTERS', 'NOTKNOWN', 'OTHER', 'RENEWABLEMOVINGCURTIANDRYMEDIAFILTER', 'ROLLFORM', 'ULPAFILTER', 'UNSET']"
IfcFilter.AIRPARTICLEFILTER,DustHoldingCapacity,real
IfcFilter.AIRPARTICLEFILTER,FaceSurfaceArea,real
IfcFilter.AIRPARTICLEFILTER,MediaExtendedArea,real
IfcFilter.AIRPARTICLEFILTER,NominalCountedEfficiency,real
IfcFilter.AIRPARTICLEFILTER,NominalWeightedEfficiency,real
IfcFilter.AIRPARTICLEFILTER,SeparationType,"['BAG', 'NOTKNOWN', 'OTHER', 'PLEAT', 'TREADSEPARATION', 'UNSET']"
IfcFilter.COMPRESSEDAIRFILTER,AutomaticCondensateDischarge,"['TRUE', 'FALSE']"
IfcFilter.COMPRESSEDAIRFILTER,CloggingIndicator,"['TRUE', 'FALSE']"
IfcFilter.COMPRESSEDAIRFILTER,CompressedAirFilterType,"['ACTIVATEDCARBON', 'COALESCENSE_FILTER', 'NOTKNOWN', 'OTHER', 'PARTICLE_FILTER', 'UNSET']"
IfcFilter.COMPRESSEDAIRFILTER,OperationPressureMax,real
IfcFilter.WATERFILTER,WaterFilterType,"['FILTRATION_DIATOMACEOUSEARTH', 'FILTRATION_SAND', 'NOTKNOWN', 'OTHER', 'PURIFICATION_DEIONIZING', 'PURIFICATION_REVERSEOSMOSIS', 'SOFTENING_ZEOLITE', 'UNSET']"
IfcFlowMeter.ENERGYMETER,MaximumCurrent,real
IfcFlowMeter.ENERGYMETER,MultipleTarriff,"['TRUE', 'FALSE']"
IfcFlowMeter.ENERGYMETER,NominalCurrent,real
IfcFlowMeter.GASMETER,ConnectionSize,real
IfcFlowMeter.GASMETER,GasType,"['COMMERCIALBUTANE', 'COMMERCIALPROPANE', 'LIQUEFIEDPETROLEUMGAS', 'NATURALGAS', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcFlowMeter.GASMETER,MaximumFlowRate,real
IfcFlowMeter.GASMETER,MaximumPressureLoss,real
IfcFlowMeter.OILMETER,ConnectionSize,real
IfcFlowMeter.OILMETER,MaximumFlowRate,real
IfcFlowMeter.WATERMETER,BackflowPreventerType,"['ANTISIPHONVALVE', 'ATMOSPHERICVACUUMBREAKER', 'DOUBLECHECKBACKFLOWPREVENTER', 'NONE', 'NOTKNOWN', 'OTHER', 'PRESSUREVACUUMBREAKER', 'REDUCEDPRESSUREBACKFLOWPREVENTER', 'UNSET']"
IfcFlowMeter.WATERMETER,ConnectionSize,real
IfcFlowMeter.WATERMETER,MaximumFlowRate,real
IfcFlowMeter.WATERMETER,MaximumPressureLoss,real
IfcFlowMeter.WATERMETER,Type,"['COMPOUND', 'INFERENTIAL', 'NOTKNOWN', 'OTHER', 'PISTON', 'UNSET']"
IfcPipeFitting.BEND,BendAngle,real
IfcPipeFitting.BEND,BendRadius,real
IfcPipeFitting.JUNCTION,JunctionLeftAngle,real
IfcPipeFitting.JUNCTION,JunctionLeftRadius,real
IfcPipeFitting.JUNCTION,JunctionRightAngle,real
IfcPipeFitting.JUNCTION,JunctionRightRadius,real
IfcPipeFitting.JUNCTION,JunctionType,"['CROSS', 'NOTKNOWN', 'OTHER', 'TEE', 'UNSET']"
IfcPipeFitting.TRANSITION,EccentricityInY,real
IfcPipeFitting.TRANSITION,EccentricityInZ,real
IfcPipeFitting.TRANSITION,NominalLength,real
IfcPipeSegment.CULVERT,ClearDepth,real
IfcPipeSegment.CULVERT,InternalWidth,real
IfcPipeSegment.GUTTER,Complementaryfunction,"['DISPERSING_WELLS', 'LIFTING_WATER_WELLS', 'NOTDEFINED', 'NOTKNOWN', 'OTHER', 'TRANSVERSAL_WATER_REMOVAL']"
IfcPipeSegment.GUTTER,FlowRating,real
IfcPipeSegment.GUTTER,IsCovered,"['TRUE', 'FALSE']"
IfcPipeSegment.GUTTER,IsMonitored,"['TRUE', 'FALSE']"
IfcPipeSegment.GUTTER,OrthometricHeight,real
IfcPipeSegment.GUTTER,Slope,real
IfcSpaceHeater.CONVECTOR,ConvectorType,"['FORCED', 'NATURAL', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSpaceHeater.RADIATOR,RadiatorType,"['FINNEDTUBE', 'NOTKNOWN', 'OTHER', 'PANEL', 'SECTIONAL', 'TUBULAR', 'UNSET']"
IfcSpaceHeater.RADIATOR,TubingLength,real
IfcSpaceHeater.RADIATOR,WaterContent,real
IfcTank.EXPANSION,ChargePressure,real
IfcTank.EXPANSION,PressureRegulatorSetting,real
IfcTank.EXPANSION,ReliefValveSetting,real
IfcTank.PRESSUREVESSEL,ChargePressure,real
IfcTank.PRESSUREVESSEL,PressureRegulatorSetting,real
IfcTank.PRESSUREVESSEL,ReliefValveSetting,real
IfcTubeBundle.FINNED,Diameter,real
IfcTubeBundle.FINNED,FinCorrugatedType,string
IfcTubeBundle.FINNED,HasCoating,"['TRUE', 'FALSE']"
IfcTubeBundle.FINNED,Height,real
IfcTubeBundle.FINNED,Length,real
IfcTubeBundle.FINNED,Spacing,real
IfcTubeBundle.FINNED,ThermalConductivity,real
IfcTubeBundle.FINNED,Thickness,real
IfcUnitaryEquipment.AIRCONDITIONINGUNIT,CondenserEnteringTemperature,real
IfcUnitaryEquipment.AIRCONDITIONINGUNIT,CondenserFlowrate,real
IfcUnitaryEquipment.AIRCONDITIONINGUNIT,CondenserLeavingTemperature,real
IfcUnitaryEquipment.AIRCONDITIONINGUNIT,CoolingEfficiency,real
IfcUnitaryEquipment.AIRCONDITIONINGUNIT,HeatingCapacity,real
IfcUnitaryEquipment.AIRCONDITIONINGUNIT,HeatingEfficiency,real
IfcUnitaryEquipment.AIRCONDITIONINGUNIT,LatentCoolingCapacity,real
IfcUnitaryEquipment.AIRCONDITIONINGUNIT,OutsideAirFlowrate,real
IfcUnitaryEquipment.AIRCONDITIONINGUNIT,SensibleCoolingCapacity,real
IfcUnitaryEquipment.AIRHANDLER,AirHandlerConstruction,"['CONSTRUCTEDONSITE', 'MANUFACTUREDITEM', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcUnitaryEquipment.AIRHANDLER,AirHandlerFanCoilArrangement,"['BLOWTHROUGH', 'DRAWTHROUGH', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcUnitaryEquipment.AIRHANDLER,DualDeck,"['TRUE', 'FALSE']"
IfcValve.AIRRELEASE,IsAutomatic,"['TRUE', 'FALSE']"
IfcValve.DRAWOFFCOCK,HasHoseUnion,"['TRUE', 'FALSE']"
IfcValve.FAUCET,FaucetFunction,"['COLD', 'HOT', 'MIXED', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcValve.FAUCET,FaucetOperation,"['CERAMICDISC', 'LEVERHANDLE', 'NONCONCUSSIVESELFCLOSING', 'NOTKNOWN', 'OTHER', 'QUARTERTURN', 'QUICKACTION', 'SCREWDOWN', 'SELFCLOSING', 'TIMEDSELFCLOSING', 'UNSET']"
IfcValve.FAUCET,FaucetTopDescription,string
IfcValve.FAUCET,FaucetType,"['BIB', 'DIVERTER', 'DIVIDEDFLOWCOMBINATION', 'GLOBE', 'NOTKNOWN', 'OTHER', 'PILLAR', 'SINGLEOUTLETCOMBINATION', 'SPRAY', 'SPRAYMIXING', 'UNSET']"
IfcValve.FAUCET,Finish,string
IfcValve.FLUSHING,FlushingRate,real
IfcValve.FLUSHING,HasIntegralShutOffDevice,"['TRUE', 'FALSE']"
IfcValve.FLUSHING,IsHighPressure,"['TRUE', 'FALSE']"
IfcValve.GASTAP,HasHoseUnion,"['TRUE', 'FALSE']"
IfcValve.ISOLATING,IsNormallyOpen,"['TRUE', 'FALSE']"
IfcValve.ISOLATING,IsolatingPurpose,"['LANDING', 'LANDINGWITHPRESSUREREGULATION', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcValve.MIXING,MixerControl,"['MANUAL', 'NOTKNOWN', 'OTHER', 'PREDEFINED', 'THERMOSTATIC', 'UNSET']"
IfcValve.MIXING,OutletConnectionSize,real
IfcValve.PRESSUREREDUCING,DownstreamPressure,real
IfcValve.PRESSUREREDUCING,UpstreamPressure,real
IfcValve.PRESSURERELIEF,ReliefPressure,real
IfcFireSuppressionTerminal.BREECHINGINLET,BreechingInletType,"['FOURWAY', 'NOTDEFINED', 'OTHER', 'TWOWAY', 'USERDEFINED']"
IfcFireSuppressionTerminal.BREECHINGINLET,CouplingType,"['INSTANTANEOUS_FEMALE', 'INSTANTANEOUS_MALE', 'NOTDEFINED', 'OTHER', 'USERDEFINED']"
IfcFireSuppressionTerminal.BREECHINGINLET,HasCaps,"['TRUE', 'FALSE']"
IfcFireSuppressionTerminal.BREECHINGINLET,InletDiameter,real
IfcFireSuppressionTerminal.BREECHINGINLET,OutletDiameter,real
IfcFireSuppressionTerminal.FIREHYDRANT,BodyColour,string
IfcFireSuppressionTerminal.FIREHYDRANT,CapColour,string
IfcFireSuppressionTerminal.FIREHYDRANT,DischargeFlowRate,real
IfcFireSuppressionTerminal.FIREHYDRANT,FireHydrantType,"['DRYBARREL', 'NOTKNOWN', 'OTHER', 'UNSET', 'WETBARREL']"
IfcFireSuppressionTerminal.FIREHYDRANT,FlowClass,string
IfcFireSuppressionTerminal.FIREHYDRANT,HoseConnectionSize,real
IfcFireSuppressionTerminal.FIREHYDRANT,PressureRating,real
IfcFireSuppressionTerminal.FIREHYDRANT,PumperConnectionSize,real
IfcFireSuppressionTerminal.FIREHYDRANT,WaterIsPotable,"['TRUE', 'FALSE']"
IfcFireSuppressionTerminal.HOSEREEL,ClassificationAuthority,string
IfcFireSuppressionTerminal.HOSEREEL,ClassOfService,string
IfcFireSuppressionTerminal.HOSEREEL,HoseDiameter,real
IfcFireSuppressionTerminal.HOSEREEL,HoseLength,real
IfcFireSuppressionTerminal.HOSEREEL,HoseNozzleType,"['FOG', 'NOTKNOWN', 'OTHER', 'STRAIGHTSTREAM', 'UNSET']"
IfcFireSuppressionTerminal.HOSEREEL,HoseReelMountingType,"['CABINET_RECESSED', 'CABINET_SEMIRECESSED', 'NOTKNOWN', 'OTHER', 'SURFACE', 'UNSET']"
IfcFireSuppressionTerminal.HOSEREEL,HoseReelType,"['NOTKNOWN', 'OTHER', 'RACK', 'REEL', 'UNSET']"
IfcFireSuppressionTerminal.HOSEREEL,InletConnectionSize,real
IfcFireSuppressionTerminal.SPRINKLER,Activation,"['BULB', 'FUSIBLESOLDER', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcFireSuppressionTerminal.SPRINKLER,ActivationTemperature,real
IfcFireSuppressionTerminal.SPRINKLER,BulbLiquidColour,"['BLUE', 'GREEN', 'MAUVE', 'NOTKNOWN', 'ORANGE', 'OTHER', 'RED', 'UNSET', 'YELLOW']"
IfcFireSuppressionTerminal.SPRINKLER,ConnectionSize,real
IfcFireSuppressionTerminal.SPRINKLER,CoverageArea,real
IfcFireSuppressionTerminal.SPRINKLER,DischargeCoefficient,real
IfcFireSuppressionTerminal.SPRINKLER,DischargeFlowRate,real
IfcFireSuppressionTerminal.SPRINKLER,HasDeflector,"['TRUE', 'FALSE']"
IfcFireSuppressionTerminal.SPRINKLER,MaximumWorkingPressure,real
IfcFireSuppressionTerminal.SPRINKLER,ResidualFlowingPressure,real
IfcFireSuppressionTerminal.SPRINKLER,Response,"['NOTKNOWN', 'QUICK', 'STANDARD', 'UNSET']"
IfcFireSuppressionTerminal.SPRINKLER,SprinklerType,"['CEILING', 'CONCEALED', 'CUTOFF', 'NOTKNOWN', 'OTHER', 'PENDANT', 'RECESSEDPENDANT', 'SIDEWALL', 'UNSET', 'UPRIGHT']"
IfcSanitaryTerminal.BATH,BathType,"['DOMESTIC', 'FOOT', 'NOTKNOWN', 'OTHER', 'PLUNGE', 'POOL', 'SITZ', 'SPA', 'TREATMENT', 'UNSET']"
IfcSanitaryTerminal.BATH,DrainSize,real
IfcSanitaryTerminal.BATH,HasGrabHandles,"['TRUE', 'FALSE']"
IfcSanitaryTerminal.BIDET,DrainSize,real
IfcSanitaryTerminal.BIDET,Mounting,"['BACKTOWALL', 'COUNTERTOP', 'NOTKNOWN', 'OTHER', 'PEDESTAL', 'UNSET', 'WALLHUNG']"
IfcSanitaryTerminal.BIDET,SpilloverLevel,real
IfcSanitaryTerminal.CISTERN,CisternCapacity,real
IfcSanitaryTerminal.CISTERN,CisternHeight,"['HIGHLEVEL', 'LOWLEVEL', 'NONE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSanitaryTerminal.CISTERN,FlushType,"['LEVER', 'NOTKNOWN', 'OTHER', 'PULL', 'PUSH', 'SENSOR', 'UNSET']"
IfcSanitaryTerminal.CISTERN,IsAutomaticFlush,"['TRUE', 'FALSE']"
IfcSanitaryTerminal.CISTERN,IsSingleFlush,"['TRUE', 'FALSE']"
IfcSanitaryTerminal.SANITARYFOUNTAIN,DrainSize,real
IfcSanitaryTerminal.SANITARYFOUNTAIN,FountainType,"['DRINKINGWATER', 'EYEWASH', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSanitaryTerminal.SANITARYFOUNTAIN,Mounting,"['BACKTOWALL', 'COUNTERTOP', 'NOTKNOWN', 'OTHER', 'PEDESTAL', 'UNSET', 'WALLHUNG']"
IfcSanitaryTerminal.SHOWER,DrainSize,real
IfcSanitaryTerminal.SHOWER,HasTray,"['TRUE', 'FALSE']"
IfcSanitaryTerminal.SHOWER,ShowerHeadDescription,string
IfcSanitaryTerminal.SHOWER,ShowerType,"['DRENCH', 'INDIVIDUAL', 'NOTKNOWN', 'OTHER', 'TUNNEL', 'UNSET']"
IfcSanitaryTerminal.SINK,Colour,string
IfcSanitaryTerminal.SINK,DrainSize,real
IfcSanitaryTerminal.SINK,Mounting,"['BACKTOWALL', 'COUNTERTOP', 'NOTKNOWN', 'OTHER', 'PEDESTAL', 'UNSET', 'WALLHUNG']"
IfcSanitaryTerminal.SINK,MountingOffset,real
IfcSanitaryTerminal.SINK,SinkType,"['BELFAST', 'BUCKET', 'CLEANERS', 'COMBINATION_DOUBLE', 'COMBINATION_LEFT', 'COMBINATION_RIGHT', 'DRIP', 'LABORATORY', 'LONDON', 'NOTKNOWN', 'OTHER', 'PLASTER', 'POT', 'RINSING', 'SHELF', 'UNSET', 'VEGETABLEPREPARATION']"
IfcSanitaryTerminal.TOILETPAN,PanMounting,"['BACKTOWALL', 'COUNTERTOP', 'NOTKNOWN', 'OTHER', 'PEDESTAL', 'UNSET', 'WALLHUNG']"
IfcSanitaryTerminal.TOILETPAN,SpilloverLevel,real
IfcSanitaryTerminal.TOILETPAN,ToiletPanType,"['NOTKNOWN', 'OTHER', 'SIPHONIC', 'SQUAT', 'UNSET', 'WASHDOWN', 'WASHOUT']"
IfcSanitaryTerminal.TOILETPAN,ToiletType,"['BEDPANWASHER', 'CHEMICAL', 'CLOSECOUPLED', 'LOOSECOUPLED', 'NOTKNOWN', 'OTHER', 'SLOPHOPPER', 'UNSET']"
IfcSanitaryTerminal.URINAL,Mounting,"['BACKTOWALL', 'COUNTERTOP', 'NOTKNOWN', 'OTHER', 'PEDESTAL', 'UNSET', 'WALLHUNG']"
IfcSanitaryTerminal.URINAL,SpilloverLevel,real
IfcSanitaryTerminal.URINAL,UrinalType,"['BOWL', 'NOTKNOWN', 'OTHER', 'SLAB', 'STALL', 'TROUGH', 'UNSET']"
IfcSanitaryTerminal.WASHHANDBASIN,DrainSize,real
IfcSanitaryTerminal.WASHHANDBASIN,Mounting,"['BACKTOWALL', 'COUNTERTOP', 'NOTKNOWN', 'OTHER', 'PEDESTAL', 'UNSET', 'WALLHUNG']"
IfcSanitaryTerminal.WASHHANDBASIN,MountingOffset,real
IfcSanitaryTerminal.WASHHANDBASIN,WashHandBasinType,"['DENTALCUSPIDOR', 'HANDRINSE', 'HOSPITAL', 'NOTKNOWN', 'OTHER', 'TIPUP', 'UNSET', 'WASHFOUNTAIN', 'WASHINGTROUGH']"
IfcWasteTerminal.FLOORTRAP,CoverLength,real
IfcWasteTerminal.FLOORTRAP,CoverWidth,real
IfcWasteTerminal.FLOORTRAP,HasStrainer,"['TRUE', 'FALSE']"
IfcWasteTerminal.FLOORTRAP,InletConnectionSize,real
IfcWasteTerminal.FLOORTRAP,InletPatternType,"['1', '12', '123', '1234', '124', '13', '134', '14', '2', '23', '234', '24', '3', '34', '4', 'NONE']"
IfcWasteTerminal.FLOORTRAP,IsForSullageWater,"['TRUE', 'FALSE']"
IfcWasteTerminal.FLOORTRAP,NominalBodyDepth,real
IfcWasteTerminal.FLOORTRAP,NominalBodyLength,real
IfcWasteTerminal.FLOORTRAP,NominalBodyWidth,real
IfcWasteTerminal.FLOORTRAP,OutletConnectionSize,real
IfcWasteTerminal.FLOORTRAP,SpilloverLevel,real
IfcWasteTerminal.FLOORTRAP,TrapType,"['NONE', 'NOTKNOWN', 'OTHER', 'P_TRAP', 'Q_TRAP', 'S_TRAP', 'UNSET']"
IfcWasteTerminal.FLOORWASTE,CoverLength,real
IfcWasteTerminal.FLOORWASTE,CoverWidth,real
IfcWasteTerminal.FLOORWASTE,NominalBodyDepth,real
IfcWasteTerminal.FLOORWASTE,NominalBodyLength,real
IfcWasteTerminal.FLOORWASTE,NominalBodyWidth,real
IfcWasteTerminal.FLOORWASTE,OutletConnectionSize,real
IfcWasteTerminal.GULLYSUMP,BackInletPatternType,"['1', '12', '123', '1234', '124', '13', '134', '14', '2', '23', '234', '24', '3', '34', '4', 'NONE']"
IfcWasteTerminal.GULLYSUMP,CoverLength,real
IfcWasteTerminal.GULLYSUMP,CoverWidth,real
IfcWasteTerminal.GULLYSUMP,GullyType,"['BACKINLET', 'NOTKNOWN', 'OTHER', 'UNSET', 'VERTICAL']"
IfcWasteTerminal.GULLYSUMP,InletConnectionSize,real
IfcWasteTerminal.GULLYSUMP,NominalSumpDepth,real
IfcWasteTerminal.GULLYSUMP,NominalSumpLength,real
IfcWasteTerminal.GULLYSUMP,NominalSumpWidth,real
IfcWasteTerminal.GULLYSUMP,OutletConnectionSize,real
IfcWasteTerminal.GULLYSUMP,TrapType,"['NONE', 'NOTKNOWN', 'OTHER', 'P_TRAP', 'Q_TRAP', 'S_TRAP', 'UNSET']"
IfcWasteTerminal.GULLYTRAP,BackInletPatternType,"['1', '12', '123', '1234', '124', '13', '134', '14', '2', '23', '234', '24', '3', '34', '4', 'NONE']"
IfcWasteTerminal.GULLYTRAP,CoverLength,real
IfcWasteTerminal.GULLYTRAP,CoverWidth,real
IfcWasteTerminal.GULLYTRAP,GullyType,"['BACKINLET', 'NOTKNOWN', 'OTHER', 'UNSET', 'VERTICAL']"
IfcWasteTerminal.GULLYTRAP,HasStrainer,"['TRUE', 'FALSE']"
IfcWasteTerminal.GULLYTRAP,InletConnectionSize,real
IfcWasteTerminal.GULLYTRAP,NominalBodyDepth,real
IfcWasteTerminal.GULLYTRAP,NominalBodyLength,real
IfcWasteTerminal.GULLYTRAP,NominalBodyWidth,real
IfcWasteTerminal.GULLYTRAP,OutletConnectionSize,real
IfcWasteTerminal.GULLYTRAP,TrapType,"['NONE', 'NOTKNOWN', 'OTHER', 'P_TRAP', 'Q_TRAP', 'S_TRAP', 'UNSET']"
IfcWasteTerminal.ROOFDRAIN,CoverLength,real
IfcWasteTerminal.ROOFDRAIN,CoverWidth,real
IfcWasteTerminal.ROOFDRAIN,NominalBodyDepth,real
IfcWasteTerminal.ROOFDRAIN,NominalBodyLength,real
IfcWasteTerminal.ROOFDRAIN,NominalBodyWidth,real
IfcWasteTerminal.ROOFDRAIN,OutletConnectionSize,real
IfcWasteTerminal.WASTEDISPOSALUNIT,DrainConnectionSize,real
IfcWasteTerminal.WASTEDISPOSALUNIT,NominalDepth,real
IfcWasteTerminal.WASTEDISPOSALUNIT,OutletConnectionSize,real
IfcWasteTerminal.WASTETRAP,InletConnectionSize,real
IfcWasteTerminal.WASTETRAP,OutletConnectionSize,real
IfcWasteTerminal.WASTETRAP,WasteTrapType,"['NONE', 'NOTKNOWN', 'OTHER', 'P_TRAP', 'Q_TRAP', 'S_TRAP', 'UNSET']"
IfcMarineFacility.BREAKWATER,Elevation,real
IfcMarineFacility.BREAKWATER,StructuralStyle,string
IfcMarineFacility.JETTY,BentSpacing,real
IfcMarineFacility.JETTY,Elevation,real
IfcMarineFacility.JETTY,PierSectionType,"['CLOSED', 'OPEN']"
IfcMarineFacility.JETTY,StructuralType,string
IfcMarineFacility.JETTY,EquipmentLoading,real
IfcMarineFacility.JETTY,ExtremeHighWaterLevel,real
IfcMarineFacility.JETTY,ExtremeLowWaterLevel,real
IfcMarineFacility.JETTY,FlowLoading,real
IfcMarineFacility.JETTY,HighWaterLevel,real
IfcMarineFacility.JETTY,LowWaterLevel,real
IfcMarineFacility.JETTY,ShipLoading,real
IfcMarineFacility.JETTY,UniformlyDistributedLoad,real
IfcMarineFacility.JETTY,WaveLoading,real
IfcMarineFacility.QUAY,BentSpacing,real
IfcMarineFacility.QUAY,Elevation,real
IfcMarineFacility.QUAY,QuaySectionType,"['CLOSED', 'OPEN']"
IfcMarineFacility.QUAY,StructuralType,string
IfcMarineFacility.QUAY,EquipmentLoading,real
IfcMarineFacility.QUAY,ExtremeHighWaterLevel,real
IfcMarineFacility.QUAY,ExtremeLowWaterLevel,real
IfcMarineFacility.QUAY,FlowLoading,real
IfcMarineFacility.QUAY,HighWaterLevel,real
IfcMarineFacility.QUAY,LowWaterLevel,real
IfcMarineFacility.QUAY,ShipLoading,real
IfcMarineFacility.QUAY,UniformlyDistributedLoad,real
IfcMarineFacility.QUAY,WaveLoading,real
IfcMarineFacility.REVETMENT,Elevation,real
IfcMarineFacility.REVETMENT,StructuralType,string
IfcMarineFacility.SHIPLOCK,CillLevelLowerHead,real
IfcMarineFacility.SHIPLOCK,CillLevelUpperHead,real
IfcMarineFacility.SHIPLOCK,WaterDeliverySystemType,string
IfcMarineFacility.SHIPLOCK,WaterDeliveryValveType,string
IfcMarineFacility.SHIPLOCK,LockGrade,string
IfcMarineFacility.SHIPLOCK,LockMode,string
IfcMarineFacility.SHIPLOCK,DownstreamFloodWaterLevel,real
IfcMarineFacility.SHIPLOCK,DownstreamMaintenanceWaterLevel,real
IfcMarineFacility.SHIPLOCK,MaximumDownstreamNavigableWaterLevel,real
IfcMarineFacility.SHIPLOCK,MaximumUpstreamNavigableWaterLevel,real
IfcMarineFacility.SHIPLOCK,MinimumDownstreamNavigableWaterLevel,real
IfcMarineFacility.SHIPLOCK,MinimumUpstreamNavigableWaterLevel,real
IfcMarineFacility.SHIPLOCK,UpstreamFloodWaterLevel,real
IfcMarineFacility.SHIPLOCK,UpstreamMaintenanceWaterLevel,real
IfcMarineFacility.SHIPYARD,PrimaryProductionType,string
IfcMarinePart.CHAMBER,EffectiveChamberSize,real
IfcMarinePart.CHAMBER,StructuralType,string
IfcMarinePart.GATEHEAD,StructuralType,string
IfcTask.MOVE,PackingCareType,"['FRAGILE', 'HANDLEWITHCARE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcTask.MOVE,SpecialInstructions,string
IfcAnnotation.SUPERELEVATIONEVENT,Side,"['BOTH', 'LEFT', 'RIGHT']"
IfcAnnotation.SUPERELEVATIONEVENT,Superelevation,real
IfcAnnotation.SUPERELEVATIONEVENT,TransitionSuperelevation,['LINEAR']
IfcAnnotation.WIDTHEVENT,NominalWidth,real
IfcAnnotation.WIDTHEVENT,Side,"['BOTH', 'LEFT', 'RIGHT']"
IfcAnnotation.WIDTHEVENT,TransitionWidth,"['CONST', 'LINEAR']"
IfcBuiltSystem.RAILWAYLINE,IsElectrified,"['TRUE', 'FALSE']"
IfcBuiltSystem.RAILWAYLINE,LineCharacteristic,"['ENTERDEPOT', 'EXITDEPOT', 'FREIGHT', 'NOTKNOWN', 'OTHER', 'PASSENGER', 'PASSENGERANDFREIGHT', 'UNSET']"
IfcBuiltSystem.RAILWAYLINE,LineID,string
IfcBuiltSystem.RAILWAYTRACK,TrackCharacteristic,"['FUNICULAR', 'NORMAL', 'NOTKNOWN', 'OTHER', 'RACK', 'RIGIDOVERHEAD', 'THIRDRAIL', 'UNSET']"
IfcBuiltSystem.RAILWAYTRACK,TrackID,string
IfcBuiltSystem.RAILWAYTRACK,TrackNumber,string
IfcBuiltSystem.RAILWAYTRACK,TrackUsage,"['CATCHSIDING', 'CLASSIFICATIONTRACK', 'CONNECTINGLINE', 'FREIGHTTRACK', 'LOCOMOTIVEHOLDTRACK', 'LOCOMOTIVERUNNINGTRACK', 'LOCOMOTIVESERVICETRACK', 'MAINTRACK', 'MULTIPLEUNITRUNNINGTRACK', 'NOTKNOWN', 'OTHER', 'RECEIVINGDEPARTURETRACK', 'REFUGESIDING', 'REPAIRSIDING', 'ROLLINGFORBIDDENTRACK', 'ROLLINGTRACK', 'ROUNDABOUTLINE', 'STORAGETRACK', 'SWITCHINGLEAD', 'UNSET', 'UNTWININGLINE']"
IfcElementAssembly.DILATATIONPANEL,BladesOrientation,"['BLADESINSIDE', 'BLADESOUTSIDE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcElementAssembly.DILATATIONPANEL,DilatationLength,real
IfcElementAssembly.DILATATIONPANEL,ExpansionDirection,"['BI_DIRECTION', 'NOTKNOWN', 'OTHER', 'SINGLE_DIRECTION', 'UNSET']"
IfcElementAssembly.MAST,WithLightningRod,"['TRUE', 'FALSE']"
IfcElementAssembly.RIGID_FRAME,LoadCapacity,real
IfcElementAssembly.RIGID_FRAME,Span,real
IfcElementAssembly.SIGNALASSEMBLY,ApproachSpeed,real
IfcElementAssembly.SIGNALASSEMBLY,MarkerType,"['APPROACHING_MARKER', 'CABLE_POST_MARKER', 'COMMUNICATION_MODE_CONVERSION_MARKER', 'EMU_STOP_POSITION_SIGN', 'FOUR_ASPECT_CAB_SIGNAL_CONNECT_SIGN', 'FOUR_ASPECT_CAB_SIGNAL_DISCONNECT_SIGN', 'LEVEL_CONVERSION_SIGN', 'LOCOMOTIVE_STOP_POSITION_SIGN', 'NOTKNOWN', 'OTHER', 'RELAY_STATION_SIGN', 'RESTRICTION_PLACE_SIGN', 'RESTRICTION_PROTECTION_AREA_TERMINAL_SIGN', 'RESTRICTION_SIGN', 'SECTION_SIGNAL_MARKER', 'STOP_SIGN', 'TRACK_CIRCUIT_TUNING_ZONE_SIGN', 'UNSET']"
IfcElementAssembly.SIGNALASSEMBLY,NominalHeight,real
IfcElementAssembly.SIGNALASSEMBLY,NominalWidth,real
IfcElementAssembly.SUMPBUSTER,TypeDesignation,string
IfcElementAssembly.SUPPORTINGASSEMBLY,Span,real
IfcElementAssembly.SUPPORTINGASSEMBLY,TypeOfSupportingSystem,"['ENDCATENARYSUPPORT', 'HEADSPANSUPPORT', 'HERSE', 'MULTITRACKSUPPORT', 'NOTKNOWN', 'OTHER', 'RIGIDGANTRY', 'SIMPLESUPPORT', 'UNSET']"
